	Species	Genes	Methylobacterium durans	Methylobacterium indicum	Methylobacterium phyllosphaerae	Methylobacterium radiodurans	Methylobacterium terrae	mean ZH-Score
2529	5	5	WP_109896792.1	WP_244276573.1	WP_075381931.1	WP_109954319.1	WP_245442636.1	3210.726617647059
1427	5	5	WP_109891529.1	WP_207180487.1	WP_075381328.1	WP_109949618.1	WP_109962373.1	3209.35468
861	5	5	WP_109889707.1	WP_048426939.1	WP_043347931.1	WP_109950518.1	WP_109960552.1	3204.6881761904756
3398	5	7	WP_109887455.1	WP_207182314.1	WP_075380143.1,WP_075380199.1	WP_109950745.1,WP_245930742.1	WP_109958658.1	3201.9439406250003
251	5	6	WP_109887280.1,WP_109887623.1	WP_058619454.1	WP_043345235.1	WP_109949681.1	WP_109957552.1	3201.9222954545457
2680	5	5	WP_236960126.1	WP_207178797.1	WP_043378522.1	WP_109950404.1	WP_109959645.1	3196.556025806452
1016	5	5	WP_109890238.1	WP_048429089.1	WP_043345537.1	WP_204165205.1	WP_109957883.1	3192.4710333333337
1027	5	5	WP_109890265.1	WP_058620527.1	WP_043349263.1	WP_109950127.1	WP_048434141.1	3189.7568000000006
708	5	5	WP_109889281.1	WP_244748938.1	WP_075381080.1	WP_204165280.1	WP_109957451.1	3187.915130434784
2672	5	5	WP_236960104.1	WP_207177881.1	WP_043388867.1	WP_109953602.1	WP_109961201.1	3181.0583100000003
1889	5	5	WP_109893614.1	WP_048428047.1	WP_043356665.1	WP_109952302.1	WP_048433046.1	3179.4973380952383
371	5	5	WP_109887565.1	WP_244749002.1	WP_043759239.1	WP_204165233.1	WP_245442716.1	3170.9899699999996
535	5	5	WP_109888442.1	WP_244748631.1	WP_236952764.1	WP_109951385.1	WP_109961931.1	3162.5845944444445
1994	5	5	WP_109894365.1	WP_207183609.1	WP_020091174.1	WP_109951801.1	WP_048445919.1	3161.5305851851854
2167	5	5	WP_109895250.1	WP_207182729.1	WP_043385979.1	WP_109952196.1	WP_109959988.1	3161.1655250000003
1136	5	5	WP_109890621.1	WP_207178344.1	WP_075380210.1	WP_109953470.1	WP_109957582.1	3160.5504142857144
171	5	5	WP_109887027.1	WP_048428475.1	WP_075379947.1	WP_109953148.1	WP_109961556.1	3157.945235714286
968	5	5	WP_109890054.1	WP_207182466.1	WP_053609882.1	WP_109952608.1	WP_109958797.1	3155.2170736842104
99	5	5	WP_109886854.1	WP_048428446.1	WP_043347102.1	WP_109951572.1	WP_109961333.1	3154.094375
706	5	5	WP_109889273.1	WP_058618119.1	WP_043379362.1	WP_109950528.1	WP_109957459.1	3153.629116666667
1086	5	5	WP_109890497.1	WP_048425436.1	WP_007560754.1	WP_109950907.1	WP_048453080.1	3152.71504
120	5	5	WP_109886902.1	WP_048429213.1	WP_043350497.1	WP_109951561.1	WP_109960813.1	3150.3934272727274
2184	5	5	WP_109895308.1	WP_207180127.1	WP_043354519.1	WP_109952164.1	WP_109961430.1	3150.05472
1307	5	5	WP_109891258.1	WP_048425434.1	WP_043348827.1	WP_109950140.1	WP_109959435.1	3147.9902111111114
1564	5	6	WP_109891827.1	WP_048428298.1	WP_043350149.1	WP_109950253.1,WP_109952069.1	WP_109960397.1	3146.758185
1111	5	5	WP_109890555.1	WP_244276452.1	WP_043347562.1	WP_109953303.1	WP_109959284.1	3138.1577735294118
72	5	5	WP_109886796.1	WP_207180555.1	WP_012317478.1	WP_109951812.1	WP_109959213.1	3136.293336
562	5	5	WP_109888518.1	WP_207180705.1	WP_075380247.1	WP_109952936.1	WP_109958522.1	3129.776192857143
1284	5	5	WP_109891202.1	WP_207177953.1	WP_043351191.1	WP_109950729.1	WP_245442909.1	3129.536914285715
752	5	5	WP_109889419.1	WP_207182427.1	WP_075379692.1	WP_109953940.1	WP_109960517.1	3125.974575
1742	5	5	WP_109892396.1	WP_207179108.1	WP_043380837.1	WP_245930563.1	WP_109959065.1	3124.985716666667
1985	5	5	WP_109894251.1	WP_207183690.1	WP_075379958.1	WP_162559627.1	WP_109958787.1	3123.3255235294123
20	5	5	WP_109886666.1	WP_207179416.1	WP_043383748.1	WP_109953764.1	WP_109959738.1	3122.413770588235
262	5	5	WP_109887320.1	WP_048430384.1	WP_020094607.1	WP_066925139.1	WP_048430384.1	3120.2139052631574
1308	5	5	WP_109891260.1	WP_207180921.1	WP_043348833.1	WP_109950138.1	WP_109958060.1	3116.809729411765
1695	5	5	WP_109892272.1	WP_207180504.1	WP_043356791.1	WP_109953228.1	WP_109960361.1	3114.025313333333
1121	5	5	WP_109890583.1	WP_207177741.1	WP_051044585.1	WP_109953050.1	WP_109960182.1	3111.5851333333335
2493	5	5	WP_109896580.1	WP_207178614.1	WP_236953014.1	WP_109952041.1	WP_109962319.1	3106.7696562500005
187	5	5	WP_109887065.1	WP_207183273.1	WP_043385987.1	WP_109953169.1	WP_109959654.1	3105.8766533333333
357	5	6	WP_109887542.1,WP_236960561.1	WP_207183042.1	WP_043756381.1	WP_162559657.1	WP_109961832.1	3105.5152857142857
2506	5	5	WP_109896626.1	WP_207180466.1	WP_043387678.1	WP_109951824.1	WP_109960342.1	3101.891146666667
151	5	5	WP_109886977.1	WP_058619080.1	WP_043345819.1	WP_162559617.1	WP_109957934.1	3100.733263157895
1048	5	5	WP_109890312.1	WP_207178316.1	WP_075381369.1	WP_109951061.1	WP_109959036.1	3098.743861904762
97	5	5	WP_109886850.1	WP_048426847.1	WP_043758941.1	WP_109951574.1	WP_109960412.1	3098.391131818182
877	5	5	WP_109889740.1	WP_207179369.1	WP_075380021.1	WP_109950604.1	WP_245442712.1	3085.4732352941173
149	5	5	WP_109886974.1	WP_048430444.1	WP_007561677.1	WP_109953892.1	WP_109958403.1	3082.1991519999997
2755	5	5	WP_236960502.1	WP_048429210.1	WP_043356504.1	WP_109953202.1	WP_109960816.1	3082.1342823529417
2604	5	5	WP_162560986.1	WP_048426740.1	WP_043351430.1	WP_109954185.1	WP_064503883.1	3081.921386666667
174	5	5	WP_109887032.1	WP_048429744.1	WP_043348311.1	WP_109951238.1	WP_109961315.1	3080.8402181818183
636	5	6	WP_109888928.1	WP_207177962.1,WP_207181411.1	WP_075379825.1	WP_109954049.1	WP_109958706.1	3079.27018
8	5	5	WP_012253788.1	WP_010300405.1	WP_007558110.1	WP_007558110.1	WP_010300405.1	3078.7526741935485
2693	5	5	WP_236960159.1	WP_048430889.1	WP_020092802.1	WP_216858843.1	WP_063928361.1	3075.737914285714
2760	5	5	WP_236960509.1	WP_048461183.1	WP_075380806.1	WP_109951548.1	WP_109958589.1	3074.184155
1474	5	5	WP_109891600.1	WP_207181550.1	WP_075380528.1	WP_109952177.1	WP_109961991.1	3069.61325
150	5	5	WP_109886975.1	WP_058619081.1	WP_075380453.1	WP_109949477.1	WP_109957933.1	3067.2888285714284
1276	5	5	WP_109891178.1	WP_048430630.1	WP_043385270.1	WP_109950705.1	WP_109958762.1	3065.3099551724144
843	5	5	WP_109889655.1	WP_207182062.1	WP_043346862.1	WP_109950071.1	WP_109960734.1	3061.2172045454545
298	5	6	WP_109887426.1,WP_109889486.1	WP_207181595.1	WP_075380764.1	WP_109950235.1	WP_109960971.1	3053.6908499999995
2853	5	5	WP_236960980.1	WP_207181724.1	WP_075380985.1	WP_109949885.1	WP_245442928.1	3052.9939999999992
135	5	5	WP_109886940.1	WP_207181639.1	WP_043346558.1	WP_109952461.1	WP_060845451.1	3051.464047058824
2231	5	5	WP_109895508.1	WP_048425858.1	WP_012322218.1	WP_109953136.1	WP_048431953.1	3050.4842181818185
1412	5	5	WP_109891500.1	WP_244748790.1	WP_075379623.1	WP_109951180.1	WP_245442660.1	3039.6021000000005
1553	5	5	WP_109891797.1	WP_207181565.1	WP_075379641.1	WP_109951772.1	WP_109959164.1	3038.795790909091
742	5	5	WP_109889390.1	WP_207180520.1	WP_043389230.1	WP_109949995.1	WP_109957334.1	3037.1065952380955
2753	5	5	WP_236960499.1	WP_207180130.1	WP_075380775.1	WP_109951584.1	WP_109961435.1	3037.0927149999998
310	5	5	WP_109887454.1	WP_244748924.1	WP_043382974.1	WP_109950744.1	WP_208642297.1	3034.6672999999996
783	5	5	WP_109889512.1	WP_048427431.1	WP_043350900.1	WP_109951129.1	WP_109957728.1	3031.2715733333334
2620	5	5	WP_194075137.1	WP_048426691.1	WP_075381495.1	WP_245930552.1	WP_245443035.1	3028.4884285714284
2759	5	5	WP_236960507.1	WP_244748564.1	WP_075380810.1	WP_109951551.1	WP_109962185.1	3025.92716
581	5	5	WP_109888573.1	WP_048430145.1	WP_043384367.1	WP_109953151.1	WP_109958720.1	3024.906081818182
976	5	5	WP_109890074.1	WP_058618620.1	WP_043758118.1	WP_109952610.1	WP_109961473.1	3021.2415000000005
1075	5	5	WP_109890469.1	WP_048427126.1	WP_020092568.1	WP_109950145.1	WP_048427126.1	3020.319153846154
2429	5	5	WP_109896285.1	WP_207183428.1	WP_043386180.1	WP_109950102.1	WP_109962403.1	3010.2896805555556
839	5	5	WP_109889647.1	WP_048427531.1	WP_043346855.1	WP_109950066.1	WP_109960678.1	3010.077711111111
1549	5	5	WP_109891787.1	WP_207181567.1	WP_085987604.1	WP_245931020.1	WP_109959165.1	3006.779152631579
1039	5	9	WP_109890292.1	WP_048461603.1,WP_207178310.1	WP_043382925.1,WP_075380698.1	WP_216858845.1,WP_245931086.1	WP_109961199.1,WP_208642302.1	3006.3617666666664
1298	5	5	WP_109891238.1	WP_207177997.1	WP_043381930.1	WP_109950399.1	WP_109960930.1	3000.6303566666666
2371	5	5	WP_109895858.1	WP_207180133.1	WP_043379141.1	WP_109951590.1	WP_109961438.1	2994.031207142857
2387	5	5	WP_109895954.1	WP_207178480.1	WP_075380292.1	WP_109950594.1	WP_208642257.1	2992.2893071428575
2083	5	5	WP_109895057.1	WP_058617865.1	WP_043345625.1	WP_109953342.1	WP_109960155.1	2987.727891666667
1413	5	6	WP_109891508.1,WP_109894977.1	WP_244748874.1	WP_043759565.1	WP_109953859.1	WP_109958309.1	2981.3144777777775
1246	5	5	WP_109890953.1	WP_207181743.1	WP_043352398.1	WP_245930751.1	WP_109960210.1	2980.53605
66	5	5	WP_109886781.1	WP_207178182.1	WP_043385082.1	WP_109953654.1	WP_109957832.1	2980.3858857142855
113	5	5	WP_109886881.1	WP_207178077.1	WP_043383320.1	WP_109953193.1	WP_109957753.1	2979.8468049999997
2333	5	5	WP_109895760.1	WP_048426494.1	WP_043382723.1	WP_109952131.1	WP_109959180.1	2977.3308545454547
927	5	7	WP_109889892.1,WP_109890387.1,WP_109891047.1	WP_207178719.1	WP_075381298.1	WP_109951659.1	WP_109960789.1	2973.3333727272725
2166	5	5	WP_109895246.1	WP_207182731.1	WP_075379653.1	WP_109952306.1	WP_109959987.1	2968.0253733333334
1892	5	5	WP_109893622.1	WP_048428041.1	WP_043351019.1	WP_109952296.1	WP_048443025.1	2960.9818666666674
1292	5	5	WP_109891224.1	WP_207183060.1	WP_075380718.1	WP_109950718.1	WP_109961815.1	2952.286291666667
770	5	5	WP_109889479.1	WP_207180114.1	WP_043349231.1	WP_109949954.1	WP_109960083.1	2951.0276789473683
908	5	5	WP_109889836.1	WP_244749058.1	WP_043347916.1	WP_109954396.1	WP_245443074.1	2941.3382
2426	5	5	WP_109896267.1	WP_207180116.1	WP_075380668.1	WP_109953962.1	WP_109960082.1	2938.4568000000004
1487	5	5	WP_109891633.1	WP_048428415.1	WP_043345824.1	WP_109952096.1	WP_109960389.1	2926.2797538461537
2508	5	5	WP_109896634.1	WP_207183007.1	WP_075381643.1	WP_109953701.1	WP_109961907.1	2924.457160869565
2120	5	5	WP_109895136.1	WP_048428139.1	WP_043379097.1	WP_109954175.1	WP_109961236.1	2923.6432750000004
115	5	5	WP_109886885.1	WP_048430074.1	WP_043383323.1	WP_109953195.1	WP_109957755.1	2920.7522
2203	5	5	WP_109895454.1	WP_207183499.1	WP_075380490.1	WP_109951840.1	WP_109962269.1	2918.2352000000005
2352	5	5	WP_109895808.1	WP_207179784.1	WP_043349286.1	WP_109953549.1	WP_109958473.1	2918.2112789473686
2685	5	5	WP_236960133.1	WP_207180940.1	WP_236952750.1	WP_245930749.1	WP_162561146.1	2913.14725
500	5	5	WP_109888245.1	WP_207182253.1	WP_043350287.1	WP_109949765.1	WP_109958995.1	2911.4081857142855
1424	5	5	WP_109891526.1	WP_207180491.1	WP_075381324.1	WP_109953912.1	WP_109960356.1	2910.281809090909
1922	5	5	WP_109893883.1	WP_207183190.1	WP_043759520.1	WP_109951277.1	WP_109961572.1	2910.049671428572
2386	5	5	WP_109895950.1	WP_244748557.1	WP_075380190.1	WP_109953987.1	WP_245442666.1	2909.9599062499997
249	5	7	WP_109887273.1,WP_109889553.1	WP_207182049.1	WP_236953001.1	WP_109952857.1,WP_204165320.1	WP_109962410.1	2902.8650666666663
2222	5	5	WP_109895490.1	WP_048430854.1	WP_075381323.1	WP_109952094.1	WP_109960283.1	2902.20062
1916	5	5	WP_109893829.1	WP_244748624.1	WP_075380065.1	WP_109953160.1	WP_109961261.1	2896.460916
1272	5	5	WP_109891170.1	WP_048425978.1	WP_043385327.1	WP_109950701.1	WP_109958767.1	2895.1144875
2406	5	5	WP_109896149.1	WP_082171905.1	WP_083683443.1	WP_109951222.1	WP_109957549.1	2889.1012222222225
2751	5	5	WP_236960493.1	WP_207178184.1	WP_075380813.1	WP_109953655.1	WP_109957833.1	2885.8630999999996
3028	5	5	WP_109888940.1	WP_207178402.1	WP_043355396.1	WP_109949771.1	WP_109961099.1	2884.5929055555557
753	5	5	WP_109889420.1	WP_048429785.1	WP_043349093.1	WP_109949793.1	WP_109960518.1	2882.4513461538468
551	5	5	WP_109888491.1	WP_207182701.1	WP_053610489.1	WP_109952225.1	WP_109958494.1	2879.686014285715
1626	5	6	WP_109892003.1	WP_048427004.1,WP_207180720.1	WP_053610228.1	WP_109953173.1	WP_109958541.1	2875.57023125
1323	5	5	WP_109891300.1	WP_048431282.1	WP_012322444.1	WP_109953477.1	WP_048436190.1	2874.990363636364
34	5	5	WP_109886699.1	WP_058616966.1	WP_075381483.1	WP_109953775.1	WP_109958170.1	2873.406330769231
2261	5	5	WP_109895570.1	WP_048425817.1	WP_012319190.1	WP_109952595.1	WP_048425817.1	2873.391066666666
179	5	5	WP_109887040.1	WP_048426191.1	WP_043352059.1	WP_109953729.1	WP_109957981.1	2871.391742105263
348	5	5	WP_109887504.1	WP_207178743.1	WP_043386438.1	WP_109950689.1	WP_109960113.1	2866.0873181818183
1205	5	5	WP_109890851.1	WP_048431494.1	WP_043383805.1	WP_109950665.1	WP_109959019.1	2863.2889708333337
1476	5	5	WP_109891606.1	WP_058620712.1	WP_053611458.1	WP_109952180.1	WP_099898585.1	2859.2486062499997
1556	5	5	WP_109891803.1	WP_048426239.1	WP_075379642.1	WP_109951775.1	WP_109959161.1	2858.9110928571426
1217	5	5	WP_109890879.1	WP_207177910.1	WP_043355937.1	WP_109951259.1	WP_109958594.1	2858.005481818181
462	5	6	WP_109887998.1,WP_109892870.1	WP_207183224.1	WP_043385228.1	WP_109950026.1	WP_109961851.1	2857.49195
1340	5	5	WP_109891338.1	WP_207180942.1	WP_043348249.1	WP_109949647.1	WP_109958052.1	2856.441509090909
1531	5	5	WP_109891741.1	WP_048430967.1	WP_043351489.1	WP_109952526.1	WP_109957966.1	2855.544595652174
1150	5	6	WP_109890667.1	WP_048430281.1	WP_043345455.1	WP_109949580.1,WP_109950651.1	WP_109958159.1	2855.0299666666665
1729	5	5	WP_109892362.1	WP_207179518.1	WP_075379598.1	WP_109952564.1	WP_109960257.1	2853.948246153846
264	5	5	WP_109887323.1	WP_207182376.1	WP_043349643.1	WP_109954059.1	WP_109962019.1	2853.4605736842104
1011	5	5	WP_109890228.1	WP_048429084.1	WP_043384227.1	WP_109952982.1	WP_109957878.1	2844.1839739130432
1555	5	5	WP_109891801.1	WP_207181563.1	WP_075381842.1	WP_109951774.1	WP_109959162.1	2841.008181818182
426	5	5	WP_109887797.1	WP_048428619.1	WP_075381623.1	WP_109949892.1	WP_109961292.1	2836.1095
1682	5	5	WP_109892230.1	WP_207178874.1	WP_075381405.1	WP_109953752.1	WP_109957390.1	2831.57671875
1741	5	5	WP_109892394.1	WP_207179104.1	WP_043355760.1	WP_245930562.1	WP_109959064.1	2827.70301
2241	5	5	WP_109895530.1	WP_048425836.1	WP_010686165.1	WP_066917989.1	WP_048431930.1	2825.312776923077
3462	5	5	WP_109889830.1	WP_207179191.1	WP_075380500.1	WP_109952573.1	WP_109959329.1	2820.7971545454548
94	5	5	WP_109886844.1	WP_207179721.1	WP_075381875.1	WP_109952514.1	WP_109958457.1	2818.1478909090906
2659	5	5	WP_194075264.1	WP_244748981.1	WP_083683437.1	WP_109952325.1	WP_245442742.1	2817.433590909091
2399	5	5	WP_109896087.1	WP_207179220.1	WP_167380425.1	WP_109952204.1	WP_109959806.1	2817.3921153846163
2807	5	5	WP_236960756.1	WP_244276231.1	WP_043380454.1	WP_109953393.1	WP_109958416.1	2805.59726
978	5	5	WP_109890092.1	WP_048429209.1	WP_075381973.1	WP_109951270.1	WP_109960818.1	2802.8398142857136
850	5	5	WP_109889678.1	WP_048425698.1	WP_043347468.1	WP_109950418.1	WP_109960903.1	2801.7266681818182
1174	5	5	WP_109890773.1	WP_207177769.1	WP_075380109.1	WP_109952093.1	WP_109961944.1	2799.08236
1776	5	5	WP_109892616.1	WP_207180726.1	WP_075380699.1	WP_109951028.1	WP_109959134.1	2795.6001549999996
2487	5	5	WP_109896562.1	WP_048426811.1	WP_051044950.1	WP_109952127.1	WP_109959675.1	2791.1031428571428
2372	5	5	WP_109895860.1	WP_207178832.1	WP_083683558.1	WP_109954140.1	WP_109959084.1	2788.9072571428574
1015	5	5	WP_109890236.1	WP_048429088.1	WP_075380271.1	WP_109952970.1	WP_109957882.1	2784.7885714285717
1057	5	5	WP_109890332.1	WP_207182046.1	WP_075380046.1	WP_109952315.1	WP_109960766.1	2782.597808
1863	5	7	WP_109893460.1,WP_236961035.1	WP_207181315.1	WP_075379741.1	WP_109949679.1,WP_109950237.1	WP_109958145.1	2781.6706826086956
1843	5	5	WP_109893361.1	WP_207183304.1	WP_075380318.1	WP_245930670.1	WP_245443058.1	2776.5473999999995
1779	5	9	WP_109892693.1,WP_109896982.1	WP_058617458.1,WP_244748604.1	WP_043756450.1,WP_043759524.1	WP_109949815.1,WP_109954014.1	WP_245442789.1	2773.8234
2516	5	5	WP_109896668.1	WP_207177936.1	WP_075381628.1	WP_109953123.1	WP_109960908.1	2773.4449230769233
1942	5	5	WP_109894067.1	WP_207183115.1	WP_043349657.1	WP_109953457.1	WP_109961690.1	2773.1439214285715
2694	5	5	WP_236960161.1	WP_207183697.1	WP_043761274.1	WP_109952078.1	WP_245442525.1	2772.575557692308
200	5	5	WP_109887101.1	WP_207183617.1	WP_043346361.1	WP_109953446.1	WP_109962177.1	2771.62389375
1568	5	5	WP_109891837.1	WP_207178176.1	WP_075381270.1	WP_109952516.1	WP_109957822.1	2771.0418437499998
2500	5	5	WP_109896596.1	WP_244749100.1	WP_083683547.1	WP_245930700.1	WP_245442708.1	2769.6997892857144
1579	5	5	WP_109891861.1	WP_048428817.1	WP_020090818.1	WP_109952047.1	WP_109959700.1	2768.0979291666663
2647	5	5	WP_194075206.1	WP_048425753.1	WP_170861817.1	WP_204165208.1	WP_245442496.1	2765.81004
1655	5	5	WP_109892152.1	WP_048428586.1	WP_043355310.1	WP_109951823.1	WP_109960343.1	2765.1952
1295	5	5	WP_109891230.1	WP_207178560.1	WP_053609505.1	WP_109951339.1	WP_109961064.1	2764.959422222222
385	5	5	WP_109887606.1	WP_207177844.1	WP_075382098.1	WP_109954118.1	WP_109958239.1	2759.1937583333333
692	5	5	WP_109889218.1	WP_207183153.1	WP_075380322.1	WP_162559692.1	WP_109961633.1	2757.28421
2163	5	5	WP_109895242.1	WP_207180129.1	WP_091954993.1	WP_109952168.1	WP_109961432.1	2749.5635454545454
738	5	5	WP_109889366.1	WP_048427894.1	WP_043354953.1	WP_109949785.1	WP_109958688.1	2747.2534565217393
1498	5	5	WP_109891659.1	WP_244748931.1	WP_075381502.1	WP_109953566.1	WP_109962006.1	2745.7099000000003
19	5	5	WP_109886664.1	WP_244276561.1	WP_075380771.1	WP_109952182.1	WP_245443000.1	2745.0757304347826
18	5	5	WP_109886662.1	WP_207181071.1	WP_075380770.1	WP_245930590.1	WP_109958850.1	2744.840865517242
1708	5	5	WP_109892306.1	WP_207183305.1	WP_043383689.1	WP_109953212.1	WP_109961350.1	2743.9851818181814
2533	5	5	WP_109896831.1	WP_048428042.1	WP_043351016.1	WP_109952297.1	WP_109959977.1	2742.831913636364
2717	5	5	WP_236960246.1	WP_207183198.1	WP_236952775.1	WP_109952370.1	WP_109961582.1	2742.1376450000002
2740	5	5	WP_236960438.1	WP_207178970.1	WP_075381494.1	WP_109951606.1	WP_109960309.1	2740.859942105263
208	5	5	WP_109887118.1	WP_048431151.1	WP_043347422.1	WP_109951506.1	WP_109961441.1	2738.4149374999997
2157	5	5	WP_109895230.1	WP_048426247.1	WP_075380266.1	WP_109951673.1	WP_109959140.1	2738.093486363636
1132	5	5	WP_109890613.1	WP_207177871.1	WP_043354440.1	WP_109954099.1	WP_109958193.1	2736.047481818182
998	5	6	WP_109889265.1,WP_109890177.1	WP_207179620.1	WP_075381084.1	WP_109950580.1	WP_109957466.1	2725.373692307692
558	5	5	WP_109888500.1	WP_048429899.1	WP_043384208.1	WP_109952940.1	WP_109962445.1	2724.8176736842106
869	5	5	WP_109889724.1	WP_048429882.1	WP_043356352.1	WP_109950454.1	WP_109961077.1	2724.7959526315785
2473	5	5	WP_109896518.1	WP_207178788.1	WP_075380714.1	WP_109954167.1	WP_109959636.1	2724.3700777777776
366	5	5	WP_109887560.1	WP_207177783.1	WP_043348440.1	WP_109953582.1	WP_048435950.1	2722.738472727273
946	5	5	WP_109889979.1	WP_048431268.1	WP_043388082.1	WP_109950152.1	WP_109958697.1	2721.9113863636367
1433	5	5	WP_109891537.1	WP_207178675.1	WP_075381329.1	WP_109953647.1	WP_109959597.1	2720.259707692308
333	5	5	WP_109887486.1	WP_093568149.1	WP_043345211.1	WP_109949688.1	WP_109959041.1	2717.8535181818183
2858	5	5	WP_236960993.1	WP_048430056.1	WP_075381990.1	WP_109950501.1	WP_109962064.1	2714.385705263158
1646	5	5	WP_109892132.1	WP_048427337.1	WP_043345791.1	WP_109952613.1	WP_048435363.1	2713.5710000000004
2110	5	5	WP_109895111.1	WP_207183177.1	WP_170861829.1	WP_109952356.1	WP_109961588.1	2708.14392
1255	5	5	WP_109890974.1	WP_207179414.1	WP_043350527.1	WP_109949772.1	WP_245443015.1	2705.9245846153844
337	5	7	WP_109887491.1,WP_109893174.1	WP_207178180.1	WP_075380759.1	WP_109950750.1	WP_109962446.1,WP_245442984.1	2705.172057142857
2008	5	5	WP_109894405.1	WP_207183483.1	WP_053609788.1	WP_109951057.1	WP_245442730.1	2699.5491
1215	5	5	WP_109890873.1	WP_048428442.1	WP_043355930.1	WP_109951408.1	WP_091747410.1	2697.5418461538457
112	5	5	WP_109886879.1	WP_207178075.1	WP_043383318.1	WP_109953192.1	WP_109957752.1	2697.4039875
2427	5	5	WP_109896275.1	WP_207181987.1	WP_043755990.1	WP_109949943.1	WP_109962221.1	2695.3611
2393	5	5	WP_109896005.1	WP_207183680.1	WP_075380885.1	WP_245930831.1	WP_109962255.1	2688.7102285714286
1143	5	5	WP_109890643.1	WP_048426387.1	WP_043347377.1	WP_109954334.1	WP_109957573.1	2678.2182625
1834	5	5	WP_109893315.1	WP_207180454.1	WP_075381553.1	WP_109953238.1	WP_109960457.1	2672.98836875
429	5	5	WP_109887804.1	WP_207178807.1	WP_075380405.1	WP_204165247.1	WP_109960012.1	2672.6285428571427
424	5	5	WP_109887793.1	WP_048428620.1	WP_075381625.1	WP_109949894.1	WP_109961294.1	2671.8833500000005
1668	5	5	WP_109892202.1	WP_207177773.1	WP_236952730.1	WP_245931089.1	WP_109961949.1	2670.7652000000003
1301	5	5	WP_109891244.1	WP_207182514.1	WP_075380510.1	WP_109950402.1	WP_109957555.1	2669.564057142857
386	5	5	WP_109887609.1	WP_207179083.1	WP_075381499.1	WP_109951378.1	WP_109961889.1	2664.1749624999998
2689	5	5	WP_236960142.1	WP_244748574.1	WP_075379615.1	WP_109951171.1	WP_167450819.1	2663.61145
1688	5	5	WP_109892254.1	WP_207178878.1	WP_043351937.1	WP_109953747.1	WP_048436014.1	2663.2149600000002
2471	5	5	WP_109896500.1	WP_207178594.1	WP_075379603.1	WP_109954131.1	WP_109959250.1	2658.0916888888887
1119	5	5	WP_109890579.1	WP_207177744.1	WP_075380519.1	WP_109953053.1	WP_109960185.1	2646.399525
1118	5	5	WP_109890577.1	WP_048425729.1	WP_083683810.1	WP_109953054.1	WP_109960186.1	2646.399525
528	5	6	WP_109888428.1,WP_109893821.1	WP_244749081.1	WP_083683673.1	WP_109953415.1	WP_109959430.1	2645.366008333334
2734	5	5	WP_236960414.1	WP_207182114.1	WP_043356668.1	WP_109952660.1	WP_162561320.1	2641.21090625
2336	5	5	WP_109895766.1	WP_244748853.1	WP_083683691.1	WP_109951931.1	WP_109959174.1	2641.201170588235
211	5	5	WP_109887126.1	WP_207177787.1	WP_075380150.1	WP_109951503.1	WP_109962354.1	2640.616715384616
1841	5	5	WP_109893353.1	WP_207181273.1	WP_075381226.1	WP_109949723.1	WP_109957932.1	2639.8208357142857
1134	5	5	WP_109890617.1	WP_207178341.1	WP_043384360.1	WP_109953468.1	WP_109957584.1	2630.11195
2048	5	6	WP_109894728.1	WP_058619321.1	WP_043387267.1	WP_109949706.1,WP_109952278.1	WP_109959776.1	2624.4158800000005
1604	5	6	WP_109891923.1	WP_048427404.1,WP_058618372.1	WP_043345385.1	WP_109949879.1	WP_109960242.1	2622.45864375
577	5	5	WP_109888553.1	WP_207182295.1	WP_043345966.1	WP_109952065.1	WP_109960920.1	2617.2251499999998
2924	5	5	WP_109894838.1	WP_207178825.1	WP_043347138.1	WP_204165212.1	WP_109962343.1	2617.1863625
3792	5	5	WP_236960606.1	WP_244749013.1	WP_236952815.1	WP_109950488.1	WP_245442681.1	2614.1240529411766
1410	5	5	WP_109891494.1	WP_048461349.1	WP_043356061.1	WP_109951183.1	WP_109961180.1	2612.9615076923074
1330	5	5	WP_109891314.1	WP_048425691.1	WP_075381145.1	WP_109950592.1	WP_109957604.1	2612.24125
1124	5	5	WP_109890591.1	WP_048425721.1	WP_075380514.1	WP_109953044.1	WP_109960177.1	2610.5328157894737
2285	5	5	WP_109895629.1	WP_048427322.1	WP_043382379.1	WP_109953311.1	WP_109957782.1	2610.3446714285715
362	5	5	WP_109887556.1	WP_207181487.1	WP_075380310.1	WP_109950605.1	WP_109958255.1	2609.377531818182
108	5	5	WP_109886871.1	WP_207179394.1	WP_043381190.1	WP_109951916.1	WP_109958339.1	2607.4401937499997
2756	5	5	WP_236960503.1	WP_207181027.1	WP_075381516.1	WP_109954137.1	WP_109960812.1	2605.6885863636367
327	5	5	WP_109887480.1	WP_048428925.1	WP_075381337.1	WP_109953707.1	WP_109958233.1	2605.479137037037
2129	5	5	WP_109895154.1	WP_048428077.1	WP_043388169.1	WP_109951905.1	WP_109957416.1	2603.6962799999997
717	5	5	WP_109889300.1	WP_207178518.1	WP_043384415.1	WP_109951261.1	WP_109961969.1	2602.4209105263158
1726	5	5	WP_109892354.1	WP_207179523.1	WP_053608688.1	WP_109952560.1	WP_109960263.1	2589.939808333333
711	5	5	WP_109889287.1	WP_048425541.1	WP_043356959.1	WP_245930683.1	WP_109958651.1	2584.7230307692307
